City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
593,Mayumba,GA,74.39,light rain,-3.432,10.6554,LIKWALE LODGE
595,Andapa,MG,66.67,broken clouds,-14.65,49.65,Ramanandraibe Andapa
596,Alofi,NU,76.89,few clouds,-19.0595,-169.9187,Taloa Heights
601,Benxi,CN,80.92,clear sky,41.2886,123.765,Yaju Business Hotel
602,Bairiki,KI,86.0,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
603,Harlingen,US,73.49,clear sky,26.1906,-97.6961,Courtyard by Marriott Harlingen
605,Kropotkin,RU,64.67,scattered clouds,45.4375,40.5756,Hotel Europe Kropotkin
607,Fayetteville,US,63.88,light rain,35.0527,-78.8784,American Eagle Inn
610,Marsaxlokk,MT,75.81,broken clouds,35.8419,14.5431,Water's Edge
612,Cassilandia,BR,67.69,scattered clouds,-19.1133,-51.7342,Delirius Motel
613,Mayo,US,61.95,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
614,Vyazemskiy,RU,67.32,light rain,47.5378,134.7525,Dom Otdykha Dlya Rabotnikov Rzhd
616,Puerto Baquerizo Moreno,EC,67.01,broken clouds,-0.9,-89.6,Hotel los Algarrobos
617,Gainesville,US,65.7,overcast clouds,29.6516,-82.3248,Stayable Select
618,Josefina,PH,80.55,light rain,8.2,123.5333,Teofelo espanol
619,Itarema,BR,77.22,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
620,Kattivakkam,IN,84.29,heavy intensity rain,13.2167,80.3167,Euronova Freezer
621,Pierre,US,72.52,clear sky,44.3683,-100.351,Ramkota Hotel
622,Felipe Carrillo Puerto,MX,72.25,overcast clouds,19.5833,-88.05,Hotel La Ceiba
624,Khandbari,NP,81.7,clear sky,27.3747,87.2039,Sainik Hotel And Lodge
625,Tukrah,LY,80.29,scattered clouds,32.5341,20.5791,Lagrota restaurant
628,Luganville,VU,82.15,clear sky,-15.5333,167.1667,The Espiritu Hotel
629,Barreirinha,BR,77.77,clear sky,-2.7933,-57.07,Hotel e Restaurante Tupana Iwato
630,Gushikawa,JP,87.39,few clouds,26.3544,127.8686,Kirari Guest House
631,Bulancak,TR,62.42,clear sky,40.9372,38.2291,Başoğlu Bulancak Otel
633,Maragogi,BR,72.72,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
636,Chiredzi,ZW,69.84,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
641,Provost,CA,64.85,overcast clouds,52.3501,-110.2683,Canalta Hotel Provost
642,Tena,EC,68.22,light rain,-0.9833,-77.8167,Hostal Tena Ñaui
645,Charters Towers,AU,83.62,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
646,Sabang,ID,80.94,moderate rain,5.8933,95.3214,Hotel Citra
648,San Angelo,US,74.53,clear sky,31.4638,-100.437,"Motel 6 San Angelo, TX"
650,Kaeo,NZ,63.32,light rain,-35.1,173.7833,Bushido Lodge
651,Faya,SA,61.32,clear sky,18.3851,42.4509,شيلة نسايم
652,Paranaiba,BR,69.3,broken clouds,-19.6772,-51.1908,Villa Rica Park Hotel GMR
653,Kijang,KR,82.13,clear sky,35.2442,129.2139,Samyang Beach Villa
657,Praya,CV,79.34,few clouds,14.9215,-23.5087,LT Aparthotel
658,Boyolangu,ID,82.81,overcast clouds,-8.1181,111.8935,Yos ega cv
659,Matadi,CD,76.51,overcast clouds,-5.8167,13.45,Hotel Vivi Palace
661,Victoria Point,AU,81.48,broken clouds,-27.5833,153.3,Bay Retreat Motel
662,Makakilo City,US,82.72,few clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
664,Sibolga,ID,79.32,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
665,Mahon,ES,63.16,few clouds,39.8885,4.2658,ARTIEM Capri
666,Qinhuangdao,CN,82.17,clear sky,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
669,San Cristobal,VE,66.38,overcast clouds,7.7669,-72.225,Pirineos
670,Lincoln,US,64.31,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
671,Atar,MR,82.76,clear sky,20.5169,-13.0499,Oumou Elghoura
676,Houma,US,63.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
677,Vila Franca Do Campo,PT,69.19,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
678,Cap Malheureux,MU,73.47,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
679,Autazes,BR,77.81,scattered clouds,-3.5797,-59.1306,Hotel Tupinambá
680,Berasia,IN,84.65,clear sky,23.6333,77.4333,np__nitin home
682,Ostuacan,MX,67.64,overcast clouds,17.4167,-93.3,HACIENDA JUAREZ
684,Vila Do Maio,CV,79.59,broken clouds,15.1333,-23.2167,Hotel Marilu
685,Changqing,CN,85.66,few clouds,36.5575,116.7272,Hanting Hotel Jinan Changqing West Jingshi Road
